trade_date,ticker,weight,asof_timestamp
2021-01-08,GOOGL,0.04,2021-01-08T16:00:00
2021-01-08,GOOG,0.04,2021-01-08T16:00:00
2021-01-08,TSLA,0.048,2021-01-08T16:00:00
2021-01-08,AVGO,0.048,2021-01-08T16:00:00
2021-01-08,COST,0.032,2021-01-08T16:00:00
2021-01-08,NFLX,0.024,2021-01-08T16:00:00
2021-01-08,AMD,0.024,2021-01-08T16:00:00
2021-01-08,ADBE,0.016,2021-01-08T16:00:00
2021-01-08,QCOM,0.032,2021-01-08T16:00:00
2021-01-08,PEP,0.024,2021-01-08T16:00:00
2021-01-08,INTU,0.032,2021-01-08T16:00:00
2021-01-08,CSCO,0.024,2021-01-08T16:00:00
2021-01-08,TXN,0.024,2021-01-08T16:00:00
2021-01-08,AMGN,0.016,2021-01-08T16:00:00
2021-01-08,AMAT,0.016,2021-01-08T16:00:00
2021-01-11,AAPL,0.144,2021-01-11T16:00:00
2021-01-11,MSFT,0.128,2021-01-11T16:00:00
2021-01-11,NVDA,0.128,2021-01-11T16:00:00
2021-01-11,AMZN,0.08,2021-01-11T16:00:00
2021-01-11,META,0.08,2021-01-11T16:00:00
2021-01-11,GOOGL,0.04,2021-01-11T16:00:00
2021-01-11,GOOG,0.04,2021-01-11T16:00:00
2021-01-11,TSLA,0.048,2021-01-11T16:00:00
2021-01-11,AVGO,0.048,2021-01-11T16:00:00
2021-01-11,COST,0.032,2021-01-11T16:00:00
2021-01-11,NFLX,0.024,2021-01-11T16:00:00
2021-01-11,AMD,0.024,2021-01-11T16:00:00
2021-01-11,ADBE,0.016,2021-01-11T16:00:00
2021-01-11,QCOM,0.032,2021-01-11T16:00:00
2021-01-11,PEP,0.024,2021-01-11T16:00:00
2021-01-11,INTU,0.032,2021-01-11T16:00:00
2021-01-11,CSCO,0.024,2021-01-11T16:00:00
2021-01-11,TXN,0.024,2021-01-11T16:00:00
2021-01-11,AMGN,0.016,2021-01-11T16:00:00
2021-01-11,AMAT,0.016,2021-01-11T16:00:00
2021-01-12,AAPL,0.144,2021-01-12T16:00:00
2021-01-12,MSFT,0.128,2021-01-12T16:00:00
2021-01-12,NVDA,0.128,2021-01-12T16:00:00
2021-01-12,AMZN,0.08,2021-01-12T16:00:00
2021-01-12,META,0.08,2021-01-12T16:00:00
2021-01-12,GOOGL,0.04,2021-01-12T16:00:00
2021-01-12,GOOG,0.04,2021-01-12T16:00:00
2021-01-12,TSLA,0.048,2021-01-12T16:00:00
2021-01-12,AVGO,0.048,2021-01-12T16:00:00
2021-01-12,COST,0.032,2021-01-12T16:00:00
2021-01-12,NFLX,0.024,2021-01-12T16:00:00
2021-01-12,AMD,0.024,2021-01-12T16:00:00
2021-01-12,ADBE,0.016,2021-01-12T16:00:00
2021-01-12,QCOM,0.032,2021-01-12T16:00:00
2021-01-12,PEP,0.024,2021-01-12T16:00:00
2021-01-12,INTU,0.032,2021-01-12T16:00:00
2021-01-12,CSCO,0.024,2021-01-12T16:00:00
2021-01-12,TXN,0.024,2021-01-12T16:00:00
2021-01-12,AMGN,0.016,2021-01-12T16:00:00
2021-01-12,AMAT,0.016,2021-01-12T16:00:00
2021-01-13,AAPL,0.144,2021-01-13T16:00:00
2021-01-13,MSFT,0.128,2021-01-13T16:00:00
2021-01-13,NVDA,0.128,2021-01-13T16:00:00
2021-01-13,AMZN,0.08,2021-01-13T16:00:00
2021-01-13,META,0.08,2021-01-13T16:00:00
2021-01-13,GOOGL,0.04,2021-01-13T16:00:00
2021-01-13,GOOG,0.04,2021-01-13T16:00:00
2021-01-13,TSLA,0.048,2021-01-13T16:00:00
2021-01-13,AVGO,0.048,2021-01-13T16:00:00
2021-01-13,COST,0.032,2021-01-13T16:00:00
2021-01-13,NFLX,0.024,2021-01-13T16:00:00
2021-01-13,AMD,0.024,2021-01-13T16:00:00
2021-01-13,ADBE,0.016,2021-01-13T16:00:00
2021-01-13,QCOM,0.032,2021-01-13T16:00:00
2021-01-13,PEP,0.024,2021-01-13T16:00:00
2021-01-13,INTU,0.032,2021-01-13T16:00:00
2021-01-13,CSCO,0.024,2021-01-13T16:00:00
2021-01-13,TXN,0.024,2021-01-13T16:00:00
2021-01-13,AMGN,0.016,2021-01-13T16:00:00
2021-01-13,AMAT,0.016,2021-01-13T16:00:00
2021-01-14,AAPL,0.144,2021-01-14T16:00:00
2021-01-14,MSFT,0.128,2021-01-14T16:00:00
2021-01-14,NVDA,0.128,2021-01-14T16:00:00
2021-01-14,AMZN,0.08,2021-01-14T16:00:00
2021-01-14,META,0.08,2021-01-14T16:00:00
2021-01-14,GOOGL,0.04,2021-01-14T16:00:00
2021-01-14,GOOG,0.04,2021-01-14T16:00:00
2021-01-14,TSLA,0.048,2021-01-14T16:00:00
2021-01-14,AVGO,0.048,2021-01-14T16:00:00
2021-01-14,COST,0.032,2021-01-14T16:00:00
2021-01-14,NFLX,0.024,2021-01-14T16:00:00
2021-01-14,AMD,0.024,2021-01-14T16:00:00
2021-01-14,ADBE,0.016,2021-01-14T16:00:00
2021-01-14,QCOM,0.032,2021-01-14T16:00:00
2021-01-14,PEP,0.024,2021-01-14T16:00:00
2021-01-14,INTU,0.032,2021-01-14T16:00:00
2021-01-14,CSCO,0.024,2021-01-14T16:00:00
2021-01-14,TXN,0.024,2021-01-14T16:00:00
2021-01-14,AMGN,0.016,2021-01-14T16:00:00
2021-01-14,AMAT,0.016,2021-01-14T16:00:00
2021-01-15,AAPL,0.144,2021-01-15T16:00:00
2021-01-15,MSFT,0.128,2021-01-15T16:00:00
2021-01-15,NVDA,0.128,2021-01-15T16:00:00
2021-01-15,AMZN,0.08,2021-01-15T16:00:00
2021-01-15,META,0.08,2021-01-15T16:00:00
2021-01-15,GOOGL,0.04,2021-01-15T16:00:00
2021-01-15,GOOG,0.04,2021-01-15T16:00:00
2021-01-15,TSLA,0.048,2021-01-15T16:00:00
2021-01-15,AVGO,0.048,2021-01-15T16:00:00
2021-01-15,COST,0.032,2021-01-15T16:00:00
2021-01-15,NFLX,0.024,2021-01-15T16:00:00
2021-01-15,AMD,0.024,2021-01-15T16:00:00
2021-01-15,ADBE,0.016,2021-01-15T16:00:00
2021-01-15,QCOM,0.032,2021-01-15T16:00:00
2021-01-15,PEP,0.024,2021-01-15T16:00:00
2021-01-15,INTU,0.032,2021-01-15T16:00:00
2021-01-15,CSCO,0.024,2021-01-15T16:00:00
2021-01-15,TXN,0.024,2021-01-15T16:00:00
2021-01-15,AMGN,0.016,2021-01-15T16:00:00
2021-01-15,AMAT,0.016,2021-01-15T16:00:00
2021-01-19,AAPL,0.144,2021-01-19T16:00:00
2021-01-19,MSFT,0.128,2021-01-19T16:00:00
2021-01-19,NVDA,0.128,2021-01-19T16:00:00
2021-01-19,AMZN,0.08,2021-01-19T16:00:00
2021-01-19,META,0.08,2021-01-19T16:00:00
2021-01-19,GOOGL,0.04,2021-01-19T16:00:00
2021-01-19,GOOG,0.04,2021-01-19T16:00:00
2021-01-19,TSLA,0.048,2021-01-19T16:00:00
2021-01-19,AVGO,0.048,2021-01-19T16:00:00
2021-01-19,COST,0.032,2021-01-19T16:00:00
2021-01-19,NFLX,0.024,2021-01-19T16:00:00
2021-01-19,AMD,0.024,2021-01-19T16:00:00
2021-01-19,ADBE,0.016,2021-01-19T16:00:00
2021-01-19,QCOM,0.032,2021-01-19T16:00:00
2021-01-19,PEP,0.024,2021-01-19T16:00:00
2021-01-19,INTU,0.032,2021-01-19T16:00:00
2021-01-19,CSCO,0.024,2021-01-19T16:00:00
2021-01-19,TXN,0.024,2021-01-19T16:00:00
2021-01-19,AMGN,0.016,2021-01-19T16:00:00
2021-01-19,AMAT,0.016,2021-01-19T16:00:00
2021-01-20,AAPL,0.144,2021-01-20T16:00:00
2021-01-20,MSFT,0.128,2021-01-20T16:00:00
2021-01-20,NVDA,0.128,2021-01-20T16:00:00
2021-01-20,AMZN,0.08,2021-01-20T16:00:00
2021-01-20,META,0.08,2021-01-20T16:00:00
2021-01-20,GOOGL,0.04,2021-01-20T16:00:00
2021-01-20,GOOG,0.04,2021-01-20T16:00:00
2021-01-20,TSLA,0.048,2021-01-20T16:00:00
2021-01-20,AVGO,0.048,2021-01-20T16:00:00
2021-01-20,COST,0.032,2021-01-20T16:00:00
2021-01-20,NFLX,0.024,2021-01-20T16:00:00
2021-01-20,AMD,0.024,2021-01-20T16:00:00
2021-01-20,ADBE,0.016,2021-01-20T16:00:00
2021-01-20,QCOM,0.032,2021-01-20T16:00:00
2021-01-20,PEP,0.024,2021-01-20T16:00:00
2021-01-20,INTU,0.032,2021-01-20T16:00:00
2021-01-20,CSCO,0.024,2021-01-20T16:00:00
2021-01-20,TXN,0.024,2021-01-20T16:00:00
2021-01-20,AMGN,0.016,2021-01-20T16:00:00
2021-01-20,AMAT,0.016,2021-01-20T16:00:00
2021-01-21,AAPL,0.144,2021-01-21T16:00:00
2021-01-21,MSFT,0.128,2021-01-21T16:00:00
2021-01-21,NVDA,0.128,2021-01-21T16:00:00
2021-01-21,AMZN,0.08,2021-01-21T16:00:00
2021-01-21,META,0.08,2021-01-21T16:00:00
2021-01-21,GOOGL,0.04,2021-01-21T16:00:00
2021-01-21,GOOG,0.04,2021-01-21T16:00:00
2021-01-21,TSLA,0.048,2021-01-21T16:00:00
2021-01-21,AVGO,0.048,2021-01-21T16:00:00
2021-01-21,COST,0.032,2021-01-21T16:00:00
2021-01-21,NFLX,0.024,2021-01-21T16:00:00
2021-01-21,AMD,0.024,2021-01-21T16:00:00
2021-01-21,ADBE,0.016,2021-01-21T16:00:00
2021-01-21,QCOM,0.032,2021-01-21T16:00:00
2021-01-21,PEP,0.024,2021-01-21T16:00:00
2021-01-21,INTU,0.032,2021-01-21T16:00:00
2021-01-21,CSCO,0.024,2021-01-21T16:00:00
2021-01-21,TXN,0.024,2021-01-21T16:00:00
2021-01-21,AMGN,0.016,2021-01-21T16:00:00
2021-01-21,AMAT,0.016,2021-01-21T16:00:00
2021-01-22,AAPL,0.144,2021-01-22T16:00:00
2021-01-22,MSFT,0.128,2021-01-22T16:00:00
2021-01-22,NVDA,0.128,2021-01-22T16:00:00
2021-01-22,AMZN,0.08,2021-01-22T16:00:00
2021-01-22,META,0.08,2021-01-22T16:00:00
2021-01-22,GOOGL,0.04,2021-01-22T16:00:00
2021-01-22,GOOG,0.04,2021-01-22T16:00:00
2021-01-22,TSLA,0.048,2021-01-22T16:00:00
2021-01-22,AVGO,0.048,2021-01-22T16:00:00
2021-01-22,COST,0.032,2021-01-22T16:00:00
2021-01-22,NFLX,0.024,2021-01-22T16:00:00
2021-01-22,AMD,0.024,2021-01-22T16:00:00
2021-01-22,ADBE,0.016,2021-01-22T16:00:00
2021-01-22,QCOM,0.032,2021-01-22T16:00:00
2021-01-22,PEP,0.024,2021-01-22T16:00:00
2021-01-22,INTU,0.032,2021-01-22T16:00:00
2021-01-22,CSCO,0.024,2021-01-22T16:00:00
2021-01-22,TXN,0.024,2021-01-22T16:00:00
2021-01-22,AMGN,0.016,2021-01-22T16:00:00
2021-01-22,AMAT,0.016,2021-01-22T16:00:00
2021-01-25,AAPL,0.144,2021-01-25T16:00:00
2021-01-25,MSFT,0.128,2021-01-25T16:00:00
2021-01-25,NVDA,0.128,2021-01-25T16:00:00
2021-01-25,AMZN,0.08,2021-01-25T16:00:00
2021-01-25,META,0.08,2021-01-25T16:00:00
2021-01-25,GOOGL,0.04,2021-01-25T16:00:00
2021-01-25,GOOG,0.04,2021-01-25T16:00:00
2021-01-25,TSLA,0.048,2021-01-25T16:00:00
2021-01-25,AVGO,0.048,2021-01-25T16:00:00
2021-01-25,COST,0.032,2021-01-25T16:00:00
2021-01-25,NFLX,0.024,2021-01-25T16:00:00
2021-01-25,AMD,0.024,2021-01-25T16:00:00
2021-01-25,ADBE,0.016,2021-01-25T16:00:00
2021-01-25,QCOM,0.032,2021-01-25T16:00:00
2021-01-25,PEP,0.024,2021-01-25T16:00:00
2021-01-25,INTU,0.032,2021-01-25T16:00:00
2021-01-25,CSCO,0.024,2021-01-25T16:00:00
2021-01-25,TXN,0.024,2021-01-25T16:00:00
2021-01-25,AMGN,0.016,2021-01-25T16:00:00
2021-01-25,AMAT,0.016,2021-01-25T16:00:00
2021-01-26,AAPL,0.144,2021-01-26T16:00:00
2021-01-26,MSFT,0.128,2021-01-26T16:00:00
2021-01-26,NVDA,0.128,2021-01-26T16:00:00
2021-01-26,AMZN,0.08,2021-01-26T16:00:00
2021-01-26,META,0.08,2021-01-26T16:00:00
2021-01-26,GOOGL,0.04,2021-01-26T16:00:00
2021-01-26,GOOG,0.04,2021-01-26T16:00:00
2021-01-26,TSLA,0.048,2021-01-26T16:00:00
2021-01-26,AVGO,0.048,2021-01-26T16:00:00
2021-01-26,COST,0.032,2021-01-26T16:00:00
2021-01-26,NFLX,0.024,2021-01-26T16:00:00
2021-01-26,AMD,0.024,2021-01-26T16:00:00
2021-01-26,ADBE,0.016,2021-01-26T16:00:00
2021-01-26,QCOM,0.032,2021-01-26T16:00:00
2021-01-26,PEP,0.024,2021-01-26T16:00:00
2021-01-26,INTU,0.032,2021-01-26T16:00:00
2021-01-26,CSCO,0.024,2021-01-26T16:00:00
2021-01-26,TXN,0.024,2021-01-26T16:00:00
2021-01-26,AMGN,0.016,2021-01-26T16:00:00
2021-01-26,AMAT,0.016,2021-01-26T16:00:00
2021-01-27,AAPL,0.144,2021-01-27T16:00:00
2021-01-27,MSFT,0.128,2021-01-27T16:00:00
2021-01-27,NVDA,0.128,2021-01-27T16:00:00
2021-01-27,AMZN,0.08,2021-01-27T16:00:00
2021-01-27,META,0.08,2021-01-27T16:00:00
2021-01-27,GOOGL,0.04,2021-01-27T16:00:00
2021-01-27,GOOG,0.04,2021-01-27T16:00:00
2021-01-27,TSLA,0.048,2021-01-27T16:00:00
2021-01-27,AVGO,0.048,2021-01-27T16:00:00
2021-01-27,COST,0.032,2021-01-27T16:00:00
2021-01-27,NFLX,0.024,2021-01-27T16:00:00
2021-01-27,AMD,0.024,2021-01-27T16:00:00
2021-01-27,ADBE,0.016,2021-01-27T16:00:00
2021-01-27,QCOM,0.032,2021-01-27T16:00:00
2021-01-27,PEP,0.024,2021-01-27T16:00:00
2021-01-27,INTU,0.032,2021-01-27T16:00:00
2021-01-27,CSCO,0.024,2021-01-27T16:00:00
2021-01-27,TXN,0.024,2021-01-27T16:00:00
2021-01-27,AMGN,0.016,2021-01-27T16:00:00
2021-01-27,AMAT,0.016,2021-01-27T16:00:00
2021-01-28,AAPL,0.144,2021-01-28T16:00:00
2021-01-28,MSFT,0.128,2021-01-28T16:00:00
2021-01-28,NVDA,0.128,2021-01-28T16:00:00
2021-01-28,AMZN,0.08,2021-01-28T16:00:00
2021-01-28,META,0.08,2021-01-28T16:00:00
2021-01-28,GOOGL,0.04,2021-01-28T16:00:00
2021-01-28,GOOG,0.04,2021-01-28T16:00:00
2021-01-28,TSLA,0.048,2021-01-28T16:00:00
2021-01-28,AVGO,0.048,2021-01-28T16:00:00
2021-01-28,COST,0.032,2021-01-28T16:00:00
2021-01-28,NFLX,0.024,2021-01-28T16:00:00
2021-01-28,AMD,0.024,2021-01-28T16:00:00
2021-01-28,ADBE,0.016,2021-01-28T16:00:00
2021-01-28,QCOM,0.032,2021-01-28T16:00:00
2021-01-28,PEP,0.024,2021-01-28T16:00:00
2021-01-28,INTU,0.032,2021-01-28T16:00:00
2021-01-28,CSCO,0.024,2021-01-28T16:00:00
2021-01-28,TXN,0.024,2021-01-28T16:00:00
2021-01-28,AMGN,0.016,2021-01-28T16:00:00
2021-01-28,AMAT,0.016,2021-01-28T16:00:00
2021-01-29,AAPL,0.144,2021-01-29T16:00:00
2021-01-29,MSFT,0.128,2021-01-29T16:00:00
2021-01-29,NVDA,0.128,2021-01-29T16:00:00
2021-01-29,AMZN,0.08,2021-01-29T16:00:00
2021-01-29,META,0.08,2021-01-29T16:00:00
2021-01-29,GOOGL,0.04,2021-01-29T16:00:00
2021-01-29,GOOG,0.04,2021-01-29T16:00:00
2021-01-29,TSLA,0.048,2021-01-29T16:00:00
2021-01-29,AVGO,0.048,2021-01-29T16:00:00
2021-01-29,COST,0.032,2021-01-29T16:00:00
2021-01-29,NFLX,0.024,2021-01-29T16:00:00
2021-01-29,AMD,0.024,2021-01-29T16:00:00
2021-01-29,ADBE,0.016,2021-01-29T16:00:00
2021-01-29,QCOM,0.032,2021-01-29T16:00:00
2021-01-29,PEP,0.024,2021-01-29T16:00:00
2021-01-29,INTU,0.032,2021-01-29T16:00:00
2021-01-29,CSCO,0.024,2021-01-29T16:00:00
2021-01-29,TXN,0.024,2021-01-29T16:00:00
2021-01-29,AMGN,0.016,2021-01-29T16:00:00
2021-01-29,AMAT,0.016,2021-01-29T16:00:00
2021-02-01,AAPL,0.144,2021-02-01T16:00:00
2021-02-01,MSFT,0.128,2021-02-01T16:00:00
2021-02-01,NVDA,0.128,2021-02-01T16:00:00
2021-02-01,AMZN,0.08,2021-02-01T16:00:00
2021-02-01,META,0.08,2021-02-01T16:00:00
2021-02-01,GOOGL,0.04,2021-02-01T16:00:00
2021-02-01,GOOG,0.04,2021-02-01T16:00:00
2021-02-01,TSLA,0.048,2021-02-01T16:00:00
2021-02-01,AVGO,0.048,2021-02-01T16:00:00
2021-02-01,COST,0.032,2021-02-01T16:00:00
2021-02-01,NFLX,0.024,2021-02-01T16:00:00
2021-02-01,AMD,0.024,2021-02-01T16:00:00
2021-02-01,ADBE,0.016,2021-02-01T16:00:00
2021-02-01,QCOM,0.032,2021-02-01T16:00:00
2021-02-01,PEP,0.024,2021-02-01T16:00:00
2021-02-01,INTU,0.032,2021-02-01T16:00:00
2021-02-01,CSCO,0.024,2021-02-01T16:00:00
2021-02-01,TXN,0.024,2021-02-01T16:00:00
2021-02-01,AMGN,0.016,2021-02-01T16:00:00
2021-02-01,AMAT,0.016,2021-02-01T16:00:00
2021-02-02,AAPL,0.144,2021-02-02T16:00:00
2021-02-02,MSFT,0.128,2021-02-02T16:00:00
2021-02-02,NVDA,0.128,2021-02-02T16:00:00
2021-02-02,AMZN,0.08,2021-02-02T16:00:00
2021-02-02,META,0.08,2021-02-02T16:00:00
2021-02-02,GOOGL,0.04,2021-02-02T16:00:00
2021-02-02,GOOG,0.04,2021-02-02T16:00:00
2021-02-02,TSLA,0.048,2021-02-02T16:00:00
2021-02-02,AVGO,0.048,2021-02-02T16:00:00
2021-02-02,COST,0.032,2021-02-02T16:00:00
2021-02-02,NFLX,0.024,2021-02-02T16:00:00
2021-02-02,AMD,0.024,2021-02-02T16:00:00
2021-02-02,ADBE,0.016,2021-02-02T16:00:00
2021-02-02,QCOM,0.032,2021-02-02T16:00:00
2021-02-02,PEP,0.024,2021-02-02T16:00:00
2021-02-02,INTU,0.032,2021-02-02T16:00:00
2021-02-02,CSCO,0.024,2021-02-02T16:00:00
2021-02-02,TXN,0.024,2021-02-02T16:00:00
2021-02-02,AMGN,0.016,2021-02-02T16:00:00
2021-02-02,AMAT,0.016,2021-02-02T16:00:00
2021-02-03,AAPL,0.144,2021-02-03T16:00:00
2021-02-03,MSFT,0.128,2021-02-03T16:00:00
2021-02-03,NVDA,0.128,2021-02-03T16:00:00
2021-02-03,AMZN,0.08,2021-02-03T16:00:00
2021-02-03,META,0.08,2021-02-03T16:00:00
2021-02-03,GOOGL,0.04,2021-02-03T16:00:00
2021-02-03,GOOG,0.04,2021-02-03T16:00:00
2021-02-03,TSLA,0.048,2021-02-03T16:00:00
2021-02-03,AVGO,0.048,2021-02-03T16:00:00
2021-02-03,COST,0.032,2021-02-03T16:00:00
2021-02-03,NFLX,0.024,2021-02-03T16:00:00
2021-02-03,AMD,0.024,2021-02-03T16:00:00
2021-02-03,ADBE,0.016,2021-02-03T16:00:00
2021-02-03,QCOM,0.032,2021-02-03T16:00:00
2021-02-03,PEP,0.024,2021-02-03T16:00:00
2021-02-03,INTU,0.032,2021-02-03T16:00:00
2021-02-03,CSCO,0.024,2021-02-03T16:00:00
2021-02-03,TXN,0.024,2021-02-03T16:00:00
2021-02-03,AMGN,0.016,2021-02-03T16:00:00
2021-02-03,AMAT,0.016,2021-02-03T16:00:00
2021-02-04,AAPL,0.144,2021-02-04T16:00:00
2021-02-04,MSFT,0.128,2021-02-04T16:00:00
2021-02-04,NVDA,0.128,2021-02-04T16:00:00
2021-02-04,AMZN,0.08,2021-02-04T16:00:00
2021-02-04,META,0.08,2021-02-04T16:00:00
2021-02-04,GOOGL,0.04,2021-02-04T16:00:00
2021-02-04,GOOG,0.04,2021-02-04T16:00:00
2021-02-04,TSLA,0.048,2021-02-04T16:00:00
2021-02-04,AVGO,0.048,2021-02-04T16:00:00
2021-02-04,COST,0.032,2021-02-04T16:00:00
2021-02-04,NFLX,0.024,2021-02-04T16:00:00
2021-02-04,AMD,0.024,2021-02-04T16:00:00
2021-02-04,ADBE,0.016,2021-02-04T16:00:00
2021-02-04,QCOM,0.032,2021-02-04T16:00:00
2021-02-04,PEP,0.024,2021-02-04T16:00:00
2021-02-04,INTU,0.032,2021-02-04T16:00:00
2021-02-04,CSCO,0.024,2021-02-04T16:00:00
2021-02-04,TXN,0.024,2021-02-04T16:00:00
2021-02-04,AMGN,0.016,2021-02-04T16:00:00
2021-02-04,AMAT,0.016,2021-02-04T16:00:00
2021-02-05,AAPL,0.144,2021-02-05T16:00:00
2021-02-05,MSFT,0.128,2021-02-05T16:00:00
2021-02-05,NVDA,0.128,2021-02-05T16:00:00
2021-02-05,AMZN,0.08,2021-02-05T16:00:00
2021-02-05,META,0.08,2021-02-05T16:00:00
2021-02-05,GOOGL,0.04,2021-02-05T16:00:00
2021-02-05,GOOG,0.04,2021-02-05T16:00:00
2021-02-05,TSLA,0.048,2021-02-05T16:00:00
2021-02-05,AVGO,0.048,2021-02-05T16:00:00
2021-02-05,COST,0.032,2021-02-05T16:00:00
2021-02-05,NFLX,0.024,2021-02-05T16:00:00
2021-02-05,AMD,0.024,2021-02-05T16:00:00
2021-02-05,ADBE,0.016,2021-02-05T16:00:00
2021-02-05,QCOM,0.032,2021-02-05T16:00:00
2021-02-05,PEP,0.024,2021-02-05T16:00:00
2021-02-05,INTU,0.032,2021-02-05T16:00:00
2021-02-05,CSCO,0.024,2021-02-05T16:00:00
2021-02-05,TXN,0.024,2021-02-05T16:00:00
2021-02-05,AMGN,0.016,2021-02-05T16:00:00
2021-02-05,AMAT,0.016,2021-02-05T16:00:00
2021-02-08,AAPL,0.144,2021-02-08T16:00:00
2021-02-08,MSFT,0.128,2021-02-08T16:00:00
2021-02-08,NVDA,0.128,2021-02-08T16:00:00
2021-02-08,AMZN,0.08,2021-02-08T16:00:00
2021-02-08,META,0.08,2021-02-08T16:00:00
2021-02-08,GOOGL,0.04,2021-02-08T16:00:00
2021-02-08,GOOG,0.04,2021-02-08T16:00:00
2021-02-08,TSLA,0.048,2021-02-08T16:00:00
