week_end,rho_t,k_hat_t,drift_flag,omega_qqq_target,omega_shy_target,omega_qqq_final,omega_shy_final,rebalance_required,circuit_breaker_active,reason
2021-08-27,0.2643992222120549,2,0,0.7356007777879451,0.2643992222120549,0.736008182157222,0.26399181784277803,False,False,turnover_below_threshold
2021-09-03,0.1395443117789954,2,0,0.8604556882210046,0.1395443117789954,0.8604556882210046,0.1395443117789954,True,False,rebalance
2021-09-10,0.1380856954380946,2,0,0.8619143045619054,0.13808569543809457,0.8604556882210046,0.1395443117789954,False,False,turnover_below_threshold
2021-09-17,0.2296806719095753,2,0,0.7703193280904247,0.2296806719095753,0.7703193280904247,0.2296806719095753,True,False,rebalance
2021-09-24,0.2728143369811888,3,0,0.7271856630188112,0.27281433698118884,0.7703193280904247,0.2296806719095753,False,False,turnover_below_threshold
2021-10-01,0.4390958469444024,3,0,0.5609041530555976,0.4390958469444024,0.5609041530555976,0.4390958469444024,True,False,rebalance
2021-10-08,0.4597674857759561,3,0,0.5402325142240438,0.45976748577595616,0.5609041530555976,0.4390958469444024,False,False,turnover_below_threshold
2021-10-15,0.3769542222494354,3,0,0.6230457777505646,0.3769542222494354,0.6230457777505646,0.3769542222494354,True,False,rebalance
2021-10-22,0.3518013333882455,3,0,0.6481986666117545,0.3518013333882455,0.6230457777505646,0.3769542222494354,False,False,turnover_below_threshold
2021-10-29,0.2016326647240367,2,0,0.7983673352759633,0.20163266472403674,0.7983673352759633,0.20163266472403674,True,False,rebalance
2021-11-05,0.2885299961251476,4,0,0.7114700038748524,0.2885299961251476,0.7114700038748524,0.2885299961251476,True,False,rebalance
2021-11-12,0.3535624760948321,4,0,0.6464375239051678,0.35356247609483216,0.6464375239051678,0.35356247609483216,True,False,rebalance
2021-11-19,0.3414764112864822,4,0,0.6585235887135178,0.3414764112864822,0.6464375239051678,0.35356247609483216,False,False,turnover_below_threshold
2021-11-26,0.1691459040296949,2,0,0.8308540959703051,0.16914590402969487,0.8308540959703051,0.16914590402969487,True,False,rebalance
2021-12-03,0.593363156526876,3,0,0.406636843473124,0.593363156526876,0.406636843473124,0.593363156526876,True,False,rebalance
2021-12-10,0.3334035464208764,3,0,0.6665964535791236,0.33340354642087644,0.6665964535791236,0.33340354642087644,True,False,rebalance
2021-12-17,0.4671929006065234,3,0,0.5328070993934766,0.4671929006065234,0.5328070993934766,0.4671929006065234,True,False,rebalance
2021-12-24,0.3053086253317352,3,0,0.6946913746682648,0.3053086253317352,0.6946913746682648,0.3053086253317352,True,False,rebalance
2021-12-31,0.4610329668386832,4,0,0.5389670331613168,0.4610329668386832,0.5389670331613168,0.4610329668386832,True,False,rebalance
2022-01-07,0.5690622256527218,3,0,0.4309377743472782,0.5690622256527218,0.4309377743472782,0.5690622256527218,True,False,rebalance
2022-01-14,0.5111708514547858,3,0,0.4888291485452142,0.5111708514547858,0.4888291485452142,0.5111708514547858,True,False,rebalance
2022-01-21,0.85823558095351,0,0,0.14176441904648995,0.85823558095351,0.14176441904648995,0.85823558095351,True,False,rebalance
2022-01-28,0.887196102089275,0,0,0.11280389791072498,0.887196102089275,0.14176441904648995,0.85823558095351,False,False,turnover_below_threshold
2022-02-04,0.7885534399345988,0,0,0.2114465600654012,0.7885534399345988,0.2114465600654012,0.7885534399345988,True,False,rebalance
2022-02-11,0.7369816607020945,0,0,0.2630183392979055,0.7369816607020945,0.2630183392979055,0.7369816607020945,True,False,rebalance
2022-02-18,0.8484545444291114,0,0,0.1515454555708886,0.8484545444291114,0.1515454555708886,0.8484545444291114,True,False,rebalance
2022-02-25,0.8368818296740635,1,0,0.16311817032593645,0.8368818296740635,0.1515454555708886,0.8484545444291114,False,False,turnover_below_threshold
2022-03-04,0.8214838626183394,1,0,0.1785161373816606,0.8214838626183394,0.1515454555708886,0.8484545444291114,False,False,turnover_below_threshold
2022-03-11,0.8182192237136771,1,0,0.18178077628632294,0.8182192237136771,0.1515454555708886,0.8484545444291114,False,False,turnover_below_threshold
2022-03-18,0.7446223981551086,1,0,0.25537760184489144,0.7446223981551086,0.25537760184489144,0.7446223981551086,True,False,rebalance
2022-03-25,0.7013274107533838,1,0,0.2986725892466162,0.7013274107533838,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-04-01,0.7931389561227575,0,0,0.20686104387724247,0.7931389561227575,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-04-08,0.7940034919683724,0,0,0.2059965080316276,0.7940034919683724,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-04-15,0.7572167634535742,1,0,0.24278323654642575,0.7572167634535742,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-04-22,0.7272679586267148,1,0,0.2727320413732852,0.7272679586267148,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-04-29,0.7419389842491271,1,0,0.2580610157508729,0.7419389842491271,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-05-06,0.7280788972159774,1,0,0.2719211027840226,0.7280788972159774,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-05-13,0.7044274829913074,1,0,0.2955725170086926,0.7044274829913074,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-05-20,0.6957137820839505,1,0,0.3042862179160495,0.6957137820839505,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-05-27,0.7042016343670865,1,0,0.2957983656329135,0.7042016343670865,0.25537760184489144,0.7446223981551086,False,False,turnover_below_threshold
2022-06-03,0.621785846336258,1,0,0.378214153663742,0.621785846336258,0.378214153663742,0.621785846336258,True,False,rebalance
2022-06-10,0.7707315721908534,0,0,0.22926842780914658,0.7707315721908534,0.22926842780914658,0.7707315721908534,True,False,rebalance
2022-06-17,0.863935059518159,0,0,0.13606494048184103,0.863935059518159,0.13606494048184103,0.863935059518159,True,False,rebalance
2022-06-24,0.826336023745722,0,0,0.17366397625427799,0.826336023745722,0.13606494048184103,0.863935059518159,False,False,turnover_below_threshold
2022-07-01,0.7837403092060591,0,0,0.21625969079394092,0.7837403092060591,0.21625969079394092,0.7837403092060591,True,False,rebalance
2022-07-08,0.6309099845030394,1,0,0.36909001549696063,0.6309099845030394,0.36909001549696063,0.6309099845030394,True,False,rebalance
2022-07-15,0.7054486669547326,1,0,0.29455133304526737,0.7054486669547326,0.29455133304526737,0.7054486669547326,True,False,rebalance
2022-07-22,0.5709877145609753,1,0,0.4290122854390247,0.5709877145609753,0.4290122854390247,0.5709877145609753,True,False,rebalance
2022-07-29,0.5171480666256421,1,0,0.48285193337435794,0.5171480666256421,0.48285193337435794,0.5171480666256421,True,False,rebalance
2022-08-05,0.4668862790509146,1,0,0.5331137209490854,0.4668862790509146,0.5331137209490854,0.4668862790509146,True,False,rebalance
2022-08-12,0.3151378867623027,1,0,0.6848621132376973,0.3151378867623027,0.6848621132376973,0.3151378867623027,True,False,rebalance
2022-08-19,0.37907271997927,1,0,0.6209272800207299,0.37907271997927006,0.6209272800207299,0.37907271997927006,True,False,rebalance
2022-08-26,0.7057079232559478,0,0,0.2942920767440522,0.7057079232559478,0.2942920767440522,0.7057079232559478,True,False,rebalance
2022-09-02,0.5825795045334881,1,0,0.41742049546651194,0.5825795045334881,0.41742049546651194,0.5825795045334881,True,False,rebalance
2022-09-09,0.4944802104078738,0,0,0.5055197895921262,0.4944802104078738,0.5055197895921262,0.4944802104078738,True,False,rebalance
2022-09-16,0.7264970165981806,0,0,0.27350298340181944,0.7264970165981806,0.27350298340181944,0.7264970165981806,True,False,rebalance
2022-09-23,0.8000394248936467,0,0,0.19996057510635334,0.8000394248936467,0.19996057510635334,0.8000394248936467,True,False,rebalance
2022-09-30,0.8237178535798875,0,0,0.17628214642011253,0.8237178535798875,0.19996057510635334,0.8000394248936467,False,False,turnover_below_threshold
2022-10-07,0.711886290602076,0,0,0.288113709397924,0.711886290602076,0.288113709397924,0.711886290602076,True,False,rebalance
2022-10-14,0.6697402112164912,1,0,0.3302597887835088,0.6697402112164912,0.288113709397924,0.711886290602076,False,False,turnover_below_threshold
2022-10-21,0.6346156873254873,1,0,0.36538431267451266,0.6346156873254873,0.36538431267451266,0.6346156873254873,True,False,rebalance
2022-10-28,0.6072467999545381,1,0,0.3927532000454619,0.6072467999545381,0.36538431267451266,0.6346156873254873,False,False,turnover_below_threshold
2022-11-04,0.5105521037627958,1,0,0.4894478962372042,0.5105521037627958,0.4894478962372042,0.5105521037627958,True,False,rebalance
2022-11-11,0.6105765986608513,1,0,0.38942340133914866,0.6105765986608513,0.38942340133914866,0.6105765986608513,True,False,rebalance
2022-11-18,0.4753244427316562,1,0,0.5246755572683438,0.4753244427316562,0.5246755572683438,0.4753244427316562,True,False,rebalance
2022-11-25,0.4277604715179695,1,0,0.5722395284820305,0.4277604715179695,0.5246755572683438,0.4753244427316562,False,False,turnover_below_threshold
2022-12-02,0.3542775435929168,1,0,0.6457224564070831,0.35427754359291685,0.6457224564070831,0.35427754359291685,True,False,rebalance
2022-12-09,0.507096997330343,1,0,0.49290300266965703,0.507096997330343,0.49290300266965703,0.507096997330343,True,False,rebalance
2022-12-16,0.3770949909734284,1,0,0.6229050090265715,0.37709499097342847,0.6229050090265715,0.37709499097342847,True,False,rebalance
2022-12-23,0.4789727937275015,1,0,0.5210272062724985,0.47897279372750146,0.5210272062724985,0.47897279372750146,True,False,rebalance
2022-12-30,0.5959992452749687,3,0,0.4040007547250313,0.5959992452749687,0.4040007547250313,0.5959992452749687,True,False,rebalance
2023-01-06,0.4579744679723281,1,0,0.5420255320276719,0.4579744679723281,0.5420255320276719,0.4579744679723281,True,False,rebalance
2023-01-13,0.3521026799649955,4,0,0.6478973200350044,0.35210267996499556,0.6478973200350044,0.35210267996499556,True,False,rebalance
2023-01-20,0.3043872580022582,4,0,0.6956127419977418,0.3043872580022582,0.6478973200350044,0.35210267996499556,False,False,turnover_below_threshold
2023-01-27,0.4240491135401527,4,0,0.5759508864598473,0.42404911354015273,0.5759508864598473,0.42404911354015273,True,False,rebalance
2023-02-03,0.4418792075910078,4,0,0.5581207924089922,0.44187920759100785,0.5759508864598473,0.42404911354015273,False,False,turnover_below_threshold
2023-02-10,0.3331691388611006,4,0,0.6668308611388993,0.33316913886110067,0.6668308611388993,0.33316913886110067,True,False,rebalance
2023-02-17,0.2810428120122951,3,0,0.7189571879877049,0.2810428120122951,0.7189571879877049,0.2810428120122951,True,False,rebalance
2023-02-24,0.420013410819569,3,0,0.579986589180431,0.420013410819569,0.579986589180431,0.420013410819569,True,False,rebalance
2023-03-03,0.309529094406033,3,0,0.6904709055939671,0.30952909440603293,0.6904709055939671,0.30952909440603293,True,False,rebalance
2023-03-10,0.2841201924208398,2,0,0.7158798075791601,0.28412019242083986,0.6904709055939671,0.30952909440603293,False,False,turnover_below_threshold
2023-03-17,0.5419037965122251,4,0,0.4580962034877749,0.5419037965122251,0.4580962034877749,0.5419037965122251,True,False,rebalance
2023-03-24,0.5139509826148654,4,0,0.4860490173851346,0.5139509826148654,0.4580962034877749,0.5419037965122251,False,False,turnover_below_threshold
2023-03-31,0.4223066222706446,4,0,0.5776933777293554,0.42230662227064464,0.5776933777293554,0.42230662227064464,True,False,rebalance
2023-04-07,0.3198141330208319,4,0,0.680185866979168,0.31981413302083195,0.680185866979168,0.31981413302083195,True,False,rebalance
2023-04-14,0.3102047555652889,3,0,0.6897952444347111,0.3102047555652889,0.680185866979168,0.31981413302083195,False,False,turnover_below_threshold
2023-04-21,0.2844240098505344,3,0,0.7155759901494656,0.2844240098505344,0.680185866979168,0.31981413302083195,False,False,turnover_below_threshold
2023-04-28,0.296087887876159,3,0,0.703912112123841,0.29608788787615903,0.680185866979168,0.31981413302083195,False,False,turnover_below_threshold
2023-05-05,0.146223962032065,2,0,0.853776037967935,0.146223962032065,0.853776037967935,0.146223962032065,True,False,rebalance
2023-05-12,0.2904636784400416,4,0,0.7095363215599584,0.2904636784400416,0.7095363215599584,0.2904636784400416,True,False,rebalance
2023-05-19,0.2192042528623672,4,0,0.7807957471376328,0.21920425286236722,0.7807957471376328,0.21920425286236722,True,False,rebalance
2023-05-26,0.2582789793651192,2,0,0.7417210206348808,0.25827897936511923,0.7807957471376328,0.21920425286236722,False,False,turnover_below_threshold
2023-06-02,0.189658683195418,2,0,0.810341316804582,0.189658683195418,0.7807957471376328,0.21920425286236722,False,False,turnover_below_threshold
2023-06-09,0.1141781651701473,2,0,0.8858218348298527,0.11417816517014734,0.8858218348298527,0.11417816517014734,True,False,rebalance
2023-06-16,0.1560296845689419,2,0,0.843970315431058,0.15602968456894195,0.8858218348298527,0.11417816517014734,False,False,turnover_below_threshold
2023-06-23,0.2116462904856173,4,0,0.7883537095143827,0.21164629048561734,0.7883537095143827,0.21164629048561734,True,False,rebalance
2023-06-30,0.1505231455815224,2,0,0.8494768544184776,0.15052314558152236,0.8494768544184776,0.15052314558152236,True,False,rebalance
2023-07-07,0.1920563695733708,2,0,0.8079436304266292,0.1920563695733708,0.8494768544184776,0.15052314558152236,False,False,turnover_below_threshold
2023-07-14,0.3505034282479917,4,0,0.6494965717520083,0.35050342824799174,0.6494965717520083,0.35050342824799174,True,False,rebalance
2023-07-21,0.1532086172902589,2,0,0.8467913827097411,0.15320861729025892,0.8467913827097411,0.15320861729025892,True,False,rebalance
2023-07-28,0.1764561142768389,4,0,0.8235438857231611,0.17645611427683894,0.8467913827097411,0.15320861729025892,False,False,turnover_below_threshold
2023-08-04,0.147778304630922,4,0,0.852221695369078,0.147778304630922,0.8467913827097411,0.15320861729025892,False,False,turnover_below_threshold
2023-08-11,0.2931541974912813,2,0,0.7068458025087188,0.29315419749128124,0.7068458025087188,0.29315419749128124,True,False,rebalance
2023-08-18,0.1691928282116452,2,0,0.8308071717883548,0.16919282821164516,0.8308071717883548,0.16919282821164516,True,False,rebalance
2023-08-25,0.2252791544602552,2,0,0.7747208455397447,0.22527915446025526,0.7747208455397447,0.22527915446025526,True,False,rebalance
2023-09-01,0.1236678576802502,2,0,0.8763321423197498,0.12366785768025024,0.8763321423197498,0.12366785768025024,True,False,rebalance
2023-09-08,0.0932427173907572,2,0,0.9067572826092428,0.09324271739075718,0.8763321423197498,0.12366785768025024,False,False,turnover_below_threshold
2023-09-15,0.1153190452697903,2,0,0.8846809547302097,0.11531904526979031,0.8763321423197498,0.12366785768025024,False,False,turnover_below_threshold
2023-09-22,0.162816516164784,2,0,0.837183483835216,0.162816516164784,0.8763321423197498,0.12366785768025024,False,False,turnover_below_threshold
2023-09-29,0.2905285622897815,3,0,0.7094714377102185,0.2905285622897815,0.7094714377102185,0.2905285622897815,True,False,rebalance
2023-10-06,0.2472377890280204,3,0,0.7527622109719796,0.2472377890280204,0.7094714377102185,0.2905285622897815,False,False,turnover_below_threshold
2023-10-13,0.2378869573041266,2,0,0.7621130426958734,0.23788695730412657,0.7621130426958734,0.23788695730412657,True,False,rebalance
2023-10-20,0.3973307413451359,2,0,0.6026692586548641,0.3973307413451359,0.6026692586548641,0.3973307413451359,True,False,rebalance
2023-10-27,0.3846241663566572,2,0,0.6153758336433428,0.3846241663566572,0.6026692586548641,0.3973307413451359,False,False,turnover_below_threshold
2023-11-03,0.4045926637128904,4,0,0.5954073362871096,0.4045926637128904,0.6026692586548641,0.3973307413451359,False,False,turnover_below_threshold
2023-11-10,0.286453780722762,2,0,0.7135462192772379,0.28645378072276206,0.7135462192772379,0.28645378072276206,True,False,rebalance
2023-11-17,0.3933958840487914,4,0,0.6066041159512086,0.39339588404879144,0.6066041159512086,0.39339588404879144,True,False,rebalance
2023-11-24,0.3199205663222048,4,0,0.6800794336777952,0.3199205663222048,0.6800794336777952,0.3199205663222048,True,False,rebalance
2023-12-01,0.2095591520766686,4,0,0.7904408479233314,0.20955915207666864,0.7904408479233314,0.20955915207666864,True,False,rebalance
2023-12-08,0.2338892220377399,4,0,0.7661107779622601,0.23388922203773987,0.7904408479233314,0.20955915207666864,False,False,turnover_below_threshold
2023-12-15,0.2839235830227079,4,0,0.7160764169772921,0.2839235830227079,0.7160764169772921,0.2839235830227079,True,False,rebalance
2023-12-22,0.2349838339479814,4,0,0.7650161660520186,0.2349838339479814,0.7160764169772921,0.2839235830227079,False,False,turnover_below_threshold
2023-12-29,0.2434134171287525,2,0,0.7565865828712475,0.24341341712875253,0.7160764169772921,0.2839235830227079,False,False,turnover_below_threshold
2024-01-05,0.3094208831813738,2,0,0.6905791168186262,0.30942088318137384,0.7160764169772921,0.2839235830227079,False,False,turnover_below_threshold
2024-01-12,0.234088764232147,2,0,0.765911235767853,0.23408876423214697,0.7160764169772921,0.2839235830227079,False,False,turnover_below_threshold
2024-01-19,0.2574139496217165,3,0,0.7425860503782835,0.2574139496217165,0.7160764169772921,0.2839235830227079,False,False,turnover_below_threshold
2024-01-26,0.2242919695179243,2,0,0.7757080304820757,0.2242919695179243,0.7757080304820757,0.2242919695179243,True,False,rebalance
2024-02-02,0.182199781355794,2,0,0.8178002186442059,0.18219978135579407,0.7757080304820757,0.2242919695179243,False,False,turnover_below_threshold
2024-02-09,0.1756914300770004,2,0,0.8243085699229996,0.1756914300770004,0.7757080304820757,0.2242919695179243,False,False,turnover_below_threshold
2024-02-16,0.1609215976236823,2,0,0.8390784023763177,0.1609215976236823,0.8390784023763177,0.1609215976236823,True,False,rebalance
2024-02-23,0.2008164247013579,2,0,0.799183575298642,0.20081642470135797,0.8390784023763177,0.1609215976236823,False,False,turnover_below_threshold
2024-03-01,0.170239725849741,2,0,0.829760274150259,0.170239725849741,0.8390784023763177,0.1609215976236823,False,False,turnover_below_threshold
2024-03-08,0.1510020393026915,2,0,0.8489979606973085,0.15100203930269152,0.8390784023763177,0.1609215976236823,False,False,turnover_below_threshold
2024-03-15,0.2360644631338184,2,0,0.7639355368661815,0.23606446313381846,0.7639355368661815,0.23606446313381846,True,False,rebalance
2024-03-22,0.1949308765331816,4,0,0.8050691234668184,0.19493087653318164,0.7639355368661815,0.23606446313381846,False,False,turnover_below_threshold
2024-03-29,0.1827693655906173,2,0,0.8172306344093827,0.1827693655906173,0.8172306344093827,0.1827693655906173,True,False,rebalance
2024-04-05,0.2092322814515658,2,0,0.7907677185484342,0.2092322814515658,0.8172306344093827,0.1827693655906173,False,False,turnover_below_threshold
2024-04-12,0.2266980438930305,2,0,0.7733019561069695,0.2266980438930305,0.8172306344093827,0.1827693655906173,False,False,turnover_below_threshold
2024-04-19,0.3921988303338671,3,0,0.607801169666133,0.39219883033386704,0.607801169666133,0.39219883033386704,True,False,rebalance
2024-04-26,0.2921111725490096,3,0,0.7078888274509905,0.29211117254900953,0.7078888274509905,0.29211117254900953,True,False,rebalance
2024-05-03,0.1943838869425537,2,0,0.8056161130574463,0.1943838869425537,0.8056161130574463,0.1943838869425537,True,False,rebalance
2024-05-10,0.2250927035213347,2,0,0.7749072964786653,0.2250927035213347,0.8056161130574463,0.1943838869425537,False,False,turnover_below_threshold
2024-05-17,0.3601000343610796,4,0,0.6398999656389204,0.3601000343610796,0.6398999656389204,0.3601000343610796,True,False,rebalance
2024-05-24,0.3260639363766267,4,0,0.6739360636233733,0.3260639363766267,0.6398999656389204,0.3601000343610796,False,False,turnover_below_threshold
2024-05-31,0.1764678964146764,2,0,0.8235321035853236,0.17646789641467642,0.8235321035853236,0.17646789641467642,True,False,rebalance
2024-06-07,0.1284787851027705,2,0,0.8715212148972296,0.12847878510277044,0.8235321035853236,0.17646789641467642,False,False,turnover_below_threshold
2024-06-14,0.1816860223095007,2,0,0.8183139776904993,0.1816860223095007,0.8235321035853236,0.17646789641467642,False,False,turnover_below_threshold
2024-06-21,0.2067662490650308,2,0,0.7932337509349692,0.20676624906503083,0.8235321035853236,0.17646789641467642,False,False,turnover_below_threshold
2024-06-28,0.1655560284939545,4,0,0.8344439715060454,0.16555602849395457,0.8235321035853236,0.17646789641467642,False,False,turnover_below_threshold
2024-07-05,0.3877279959760996,4,0,0.6122720040239005,0.3877279959760995,0.6122720040239005,0.3877279959760995,True,False,rebalance
2024-07-12,0.2006506431016756,2,0,0.7993493568983244,0.20065064310167557,0.7993493568983244,0.20065064310167557,True,False,rebalance
2024-07-19,0.2053587031151621,2,0,0.7946412968848379,0.20535870311516213,0.7993493568983244,0.20065064310167557,False,False,turnover_below_threshold
2024-07-26,0.2879651402330191,2,0,0.7120348597669809,0.2879651402330191,0.7120348597669809,0.2879651402330191,True,False,rebalance
2024-08-02,0.3518925046899395,3,0,0.6481074953100605,0.3518925046899395,0.6481074953100605,0.3518925046899395,True,False,rebalance
2024-08-09,0.3684164685203572,3,0,0.6315835314796427,0.36841646852035725,0.6481074953100605,0.3518925046899395,False,False,turnover_below_threshold
2024-08-16,0.376848282638212,2,0,0.623151717361788,0.376848282638212,0.6481074953100605,0.3518925046899395,False,False,turnover_below_threshold
2024-08-23,0.1813607717743443,2,0,0.8186392282256557,0.1813607717743443,0.8186392282256557,0.1813607717743443,True,False,rebalance
2024-08-30,0.2082670324667304,2,0,0.7917329675332696,0.2082670324667304,0.8186392282256557,0.1813607717743443,False,False,turnover_below_threshold
2024-09-06,0.3916558364472846,2,0,0.6083441635527154,0.39165583644728463,0.6083441635527154,0.39165583644728463,True,False,rebalance
2024-09-13,0.2977405027952998,2,0,0.7022594972047003,0.29774050279529973,0.7022594972047003,0.29774050279529973,True,False,rebalance
2024-09-20,0.1822701312067397,2,0,0.8177298687932603,0.18227013120673974,0.8177298687932603,0.18227013120673974,True,False,rebalance
2024-09-27,0.2522738708088157,4,0,0.7477261291911843,0.2522738708088157,0.7477261291911843,0.2522738708088157,True,False,rebalance
2024-10-04,0.2831122498750559,2,0,0.7168877501249441,0.2831122498750559,0.7477261291911843,0.2522738708088157,False,False,turnover_below_threshold
2024-10-11,0.3281974742127806,3,0,0.6718025257872193,0.32819747421278067,0.6718025257872193,0.32819747421278067,True,False,rebalance
2024-10-18,0.2441357012990839,3,0,0.7558642987009161,0.2441357012990839,0.7558642987009161,0.2441357012990839,True,False,rebalance
2024-10-25,0.2067323905479539,3,0,0.7932676094520461,0.2067323905479539,0.7558642987009161,0.2441357012990839,False,False,turnover_below_threshold
2024-11-01,0.2302423848978625,2,0,0.7697576151021375,0.23024238489786253,0.7558642987009161,0.2441357012990839,False,False,turnover_below_threshold
2024-11-08,0.4125823744872039,4,0,0.5874176255127961,0.4125823744872039,0.5874176255127961,0.4125823744872039,True,False,rebalance
2024-11-15,0.3117398712540226,2,0,0.6882601287459774,0.3117398712540226,0.6882601287459774,0.3117398712540226,True,False,rebalance
2024-11-22,0.3345781324839365,4,0,0.6654218675160635,0.33457813248393653,0.6882601287459774,0.3117398712540226,False,False,turnover_below_threshold
2024-11-29,0.3639432749737965,4,0,0.6360567250262035,0.3639432749737965,0.6360567250262035,0.3639432749737965,True,False,rebalance
2024-12-06,0.4445518088260807,4,0,0.5554481911739193,0.4445518088260807,0.5554481911739193,0.4445518088260807,True,False,rebalance
2024-12-13,0.3296326656080801,4,0,0.6703673343919199,0.32963266560808013,0.6703673343919199,0.32963266560808013,True,False,rebalance
2024-12-20,0.2783314788799532,2,0,0.7216685211200469,0.27833147887995313,0.7216685211200469,0.27833147887995313,True,False,rebalance
2024-12-27,0.2668894840385344,3,0,0.7331105159614656,0.2668894840385344,0.7216685211200469,0.27833147887995313,False,False,turnover_below_threshold
2025-01-03,0.3236848163143839,3,0,0.676315183685616,0.32368481631438395,0.7216685211200469,0.27833147887995313,False,False,turnover_below_threshold
